"Origin","Date","Price","Units"
"belize",2009-07-24,0.77,"£/kg"
"cameroon",2009-07-24,0.77,"£/kg"
"colombia",2009-07-24,0.88,"£/kg"
"costa_rica",2009-07-24,0.77,"£/kg"
"dominican_republic",2009-07-24,0.71,"£/kg"
"ecuador",2009-07-24,0.77,"£/kg"
"ghana",2009-07-24,0.66,"£/kg"
"windward_isles",2009-07-24,0.68,"£/kg"
"guatemala",2009-07-24,0.45,"£/kg"
"brazil",2009-07-24,0.6,"£/kg"
"dollar_bananas",2009-07-17,0.62,"£/kg"
"acp_bananas",2009-07-17,0.56,"£/kg"
"belize",2009-07-17,0.79,"£/kg"
"cameroon",2009-07-17,0.82,"£/kg"
"colombia",2009-07-17,0.88,"£/kg"
"costa_rica",2009-07-17,0.73,"£/kg"
"dominican_republic",2009-07-17,0.71,"£/kg"
"ecuador",2009-07-17,0.77,"£/kg"
"ivory_coast",2009-07-17,0.53,"£/kg"
"mexico",2009-07-17,0.71,"£/kg"
"windward_isles",2009-07-17,0.46,"£/kg"
"dollar_bananas",2009-07-10,0.74,"£/kg"
"acp_bananas",2009-07-10,0.72,"£/kg"
"belize",2009-07-10,0.84,"£/kg"
"cameroon",2009-07-10,0.82,"£/kg"
"colombia",2009-07-10,0.82,"£/kg"
"costa_rica",2009-07-10,0.82,"£/kg"
"dominican_republic",2009-07-10,0.82,"£/kg"
"ecuador",2009-07-10,0.84,"£/kg"
"ivory_coast",2009-07-10,0.51,"£/kg"
"mexico",2009-07-10,0.71,"£/kg"
"windward_isles",2009-07-10,0.68,"£/kg"
"dollar_bananas",2009-07-03,0.72,"£/kg"
"acp_bananas",2009-07-03,0.73,"£/kg"
"belize",2009-07-03,0.88,"£/kg"
"cameroon",2009-07-03,0.88,"£/kg"
"colombia",2009-07-03,0.93,"£/kg"
"costa_rica",2009-07-03,0.77,"£/kg"
"dominican_republic",2009-07-03,0.77,"£/kg"
"ecuador",2009-07-03,0.84,"£/kg"
"mexico",2009-07-03,0.77,"£/kg"
"windward_isles",2009-07-03,0.66,"£/kg"
"brazil",2009-07-03,0.67,"£/kg"
"dollar_bananas",2009-06-26,0.86,"£/kg"
"acp_bananas",2009-06-26,0.76,"£/kg"
"cameroon",2009-06-26,0.88,"£/kg"
"colombia",2009-06-26,0.93,"£/kg"
"costa_rica",2009-06-26,0.88,"£/kg"
"dominican_republic",2009-06-26,0.73,"£/kg"
"ecuador",2009-06-26,0.88,"£/kg"
"windward_isles",2009-06-26,0.69,"£/kg"
"dollar_bananas",2009-06-19,0.89,"£/kg"
"acp_bananas",2009-06-19,0.89,"£/kg"
"cameroon",2009-06-19,0.88,"£/kg"
"colombia",2009-06-19,0.95,"£/kg"
"costa_rica",2009-06-19,0.9,"£/kg"
"dominican_republic",2009-06-19,0.95,"£/kg"
"ecuador",2009-06-19,0.99,"£/kg"
"ghana",2009-06-19,0.88,"£/kg"
"mexico",2009-06-19,0.84,"£/kg"
"dollar_bananas",2009-06-12,1.03,"£/kg"
"acp_bananas",2009-06-12,1.02,"£/kg"
"cameroon",2009-06-12,1.1,"£/kg"
"colombia",2009-06-12,1.1,"£/kg"
"costa_rica",2009-06-12,1.1,"£/kg"
"dominican_republic",2009-06-12,0.99,"£/kg"
"ecuador",2009-06-12,1.06,"£/kg"
"ghana",2009-06-12,1.06,"£/kg"
"dollar_bananas",2009-06-05,1.02,"£/kg"
"acp_bananas",2009-06-05,0.96,"£/kg"
"cameroon",2009-06-05,0.99,"£/kg"
"colombia",2009-06-05,1.15,"£/kg"
"costa_rica",2009-06-05,1.15,"£/kg"
"ecuador",2009-06-05,1.04,"£/kg"
"dollar_bananas",2009-05-29,0.97,"£/kg"
"acp_bananas",2009-05-29,0.93,"£/kg"
"belize",2009-05-29,0.99,"£/kg"
"cameroon",2009-05-29,1.06,"£/kg"
"colombia",2009-05-29,1.15,"£/kg"
"costa_rica",2009-05-29,0.99,"£/kg"
"dominican_republic",2009-05-29,0.9,"£/kg"
"ecuador",2009-05-29,1.1,"£/kg"
"ivory_coast",2009-05-29,0.95,"£/kg"
"brazil",2009-05-29,0.91,"£/kg"
"dollar_bananas",2009-05-22,0.93,"£/kg"
"acp_bananas",2009-05-22,0.92,"£/kg"
"belize",2009-05-22,0.97,"£/kg"
"cameroon",2009-05-22,0.93,"£/kg"
"colombia",2009-05-22,1.04,"£/kg"
"costa_rica",2009-05-22,0.99,"£/kg"
"dominican_republic",2009-05-22,0.9,"£/kg"
"ecuador",2009-05-22,0.95,"£/kg"
"dollar_bananas",2009-05-15,0.81,"£/kg"
"acp_bananas",2009-05-15,0.77,"£/kg"
"cameroon",2009-05-15,0.9,"£/kg"
"colombia",2009-05-15,0.93,"£/kg"
"costa_rica",2009-05-15,0.88,"£/kg"
"dominican_republic",2009-05-15,0.71,"£/kg"
"ecuador",2009-05-15,0.71,"£/kg"
"ivory_coast",2009-05-15,0.84,"£/kg"
"mexico",2009-05-15,0.88,"£/kg"
"windward_isles",2009-05-15,0.68,"£/kg"
"dollar_bananas",2009-05-08,0.86,"£/kg"
"acp_bananas",2009-05-08,0.81,"£/kg"
"cameroon",2009-05-08,0.93,"£/kg"
"colombia",2009-05-08,0.93,"£/kg"
"costa_rica",2009-05-08,0.93,"£/kg"
"dominican_republic",2009-05-08,0.71,"£/kg"
"ecuador",2009-05-08,0.99,"£/kg"
"ivory_coast",2009-05-08,0.9,"£/kg"
"mexico",2009-05-08,0.9,"£/kg"
"windward_isles",2009-05-08,0.74,"£/kg"
"dollar_bananas",2009-05-01,0.91,"£/kg"
"acp_bananas",2009-05-01,0.91,"£/kg"
"cameroon",2009-05-01,0.93,"£/kg"
"colombia",2009-05-01,1.06,"£/kg"
"costa_rica",2009-05-01,0.93,"£/kg"
"ecuador",2009-05-01,0.99,"£/kg"
"dollar_bananas",2009-04-24,0.92,"£/kg"
"acp_bananas",2009-04-24,0.88,"£/kg"
"cameroon",2009-04-24,0.99,"£/kg"
"colombia",2009-04-24,1.1,"£/kg"
"costa_rica",2009-04-24,0.99,"£/kg"
"ecuador",2009-04-24,0.99,"£/kg"
"ghana",2009-04-24,0.99,"£/kg"
"ivory_coast",2009-04-24,0.93,"£/kg"
"mexico",2009-04-24,0.88,"£/kg"
"windward_isles",2009-04-24,0.96,"£/kg"
"dollar_bananas",2009-04-17,0.91,"£/kg"
"acp_bananas",2009-04-17,0.9,"£/kg"
"cameroon",2009-04-17,1.12,"£/kg"
"colombia",2009-04-17,1.12,"£/kg"
"costa_rica",2009-04-17,0.99,"£/kg"
"dominican_republic",2009-04-17,1.21,"£/kg"
"ecuador",2009-04-17,1.17,"£/kg"
"ivory_coast",2009-04-17,0.71,"£/kg"
"mexico",2009-04-17,0.71,"£/kg"
"windward_isles",2009-04-17,0.68,"£/kg"
"dollar_bananas",2009-04-10,1.1,"£/kg"
"acp_bananas",2009-04-10,1.03,"£/kg"
"cameroon",2009-04-10,1.21,"£/kg"
"colombia",2009-04-10,1.26,"£/kg"
"costa_rica",2009-04-10,1.21,"£/kg"
"dominican_republic",2009-04-10,1.21,"£/kg"
"ecuador",2009-04-10,1.1,"£/kg"
"ivory_coast",2009-04-10,0.99,"£/kg"
"windward_isles",2009-04-10,1.18,"£/kg"
"brazil",2009-04-10,1.08,"£/kg"
"dollar_bananas",2009-04-03,1.21,"£/kg"
"acp_bananas",2009-04-03,1.19,"£/kg"
"cameroon",2009-04-03,1.32,"£/kg"
"colombia",2009-04-03,1.32,"£/kg"
"costa_rica",2009-04-03,1.21,"£/kg"
"dominican_republic",2009-04-03,1.21,"£/kg"
"ecuador",2009-04-03,1.21,"£/kg"
"ivory_coast",2009-04-03,1.21,"£/kg"
"windward_isles",2009-04-03,1.18,"£/kg"
"dollar_bananas",2009-03-27,1.18,"£/kg"
"acp_bananas",2009-03-27,1.2,"£/kg"
"cameroon",2009-03-27,1.37,"£/kg"
"colombia",2009-03-27,1.26,"£/kg"
"costa_rica",2009-03-27,1.21,"£/kg"
"dominican_republic",2009-03-27,1.23,"£/kg"
"ivory_coast",2009-03-27,1.21,"£/kg"
"windward_isles",2009-03-27,1.18,"£/kg"
"dollar_bananas",2009-03-20,1.21,"£/kg"
"acp_bananas",2009-03-20,1.19,"£/kg"
"cameroon",2009-03-20,1.32,"£/kg"
"colombia",2009-03-20,1.32,"£/kg"
"costa_rica",2009-03-20,1.32,"£/kg"
"dominican_republic",2009-03-20,1.32,"£/kg"
"ecuador",2009-03-20,1.21,"£/kg"
"ivory_coast",2009-03-20,1.32,"£/kg"
"windward_isles",2009-03-20,1.27,"£/kg"
"brazil",2009-03-20,1.27,"£/kg"
"dollar_bananas",2009-03-13,1.07,"£/kg"
"acp_bananas",2009-03-13,1.04,"£/kg"
"cameroon",2009-03-13,1.06,"£/kg"
"colombia",2009-03-13,1.12,"£/kg"
"costa_rica",2009-03-13,1.17,"£/kg"
"dominican_republic",2009-03-13,1.1,"£/kg"
"ecuador",2009-03-13,1.17,"£/kg"
"panama",2009-03-13,0.99,"£/kg"
"dollar_bananas",2009-03-06,0.94,"£/kg"
"acp_bananas",2009-03-06,0.9,"£/kg"
"cameroon",2009-03-06,0.88,"£/kg"
"colombia",2009-03-06,0.99,"£/kg"
"costa_rica",2009-03-06,0.99,"£/kg"
"dominican_republic",2009-03-06,0.99,"£/kg"
"ecuador",2009-03-06,0.99,"£/kg"
"ivory_coast",2009-03-06,0.9,"£/kg"
"dollar_bananas",2009-02-27,0.86,"£/kg"
"acp_bananas",2009-02-27,0.88,"£/kg"
"colombia",2009-02-27,0.93,"£/kg"
"costa_rica",2009-02-27,0.95,"£/kg"
"dominican_republic",2009-02-27,0.9,"£/kg"
"ecuador",2009-02-27,0.9,"£/kg"
"dollar_bananas",2009-02-20,0.71,"£/kg"
"acp_bananas",2009-02-20,0.67,"£/kg"
"eu_bananas",2009-02-20,0.66,"£/kg"
"cameroon",2009-02-20,0.77,"£/kg"
"colombia",2009-02-20,0.84,"£/kg"
"costa_rica",2009-02-20,0.84,"£/kg"
"dominican_republic",2009-02-20,0.71,"£/kg"
"ecuador",2009-02-20,0.82,"£/kg"
"martinique",2009-02-20,0.71,"£/kg"
"windward_isles",2009-02-20,0.64,"£/kg"
"brazil",2009-02-20,0.73,"£/kg"
"dollar_bananas",2009-02-13,0.76,"£/kg"
"acp_bananas",2009-02-13,0.69,"£/kg"
"belize",2009-02-13,0.84,"£/kg"
"cameroon",2009-02-13,0.77,"£/kg"
"colombia",2009-02-13,0.82,"£/kg"
"costa_rica",2009-02-13,0.84,"£/kg"
"dominican_republic",2009-02-13,0.71,"£/kg"
"ecuador",2009-02-13,0.82,"£/kg"
"windward_isles",2009-02-13,0.62,"£/kg"
"st_vincent",2009-02-13,0.69,"£/kg"
"dollar_bananas",2009-02-06,0.75,"£/kg"
"acp_bananas",2009-02-06,0.69,"£/kg"
"cameroon",2009-02-06,0.73,"£/kg"
"colombia",2009-02-06,0.82,"£/kg"
"costa_rica",2009-02-06,0.84,"£/kg"
"dominican_republic",2009-02-06,0.77,"£/kg"
"ecuador",2009-02-06,0.82,"£/kg"
"windward_isles",2009-02-06,0.62,"£/kg"
"brazil",2009-02-06,0.83,"£/kg"
"dollar_bananas",2009-01-30,0.73,"£/kg"
"acp_bananas",2009-01-30,0.72,"£/kg"
"eu_bananas",2009-01-30,0.68,"£/kg"
"belize",2009-01-30,0.88,"£/kg"
"cameroon",2009-01-30,0.84,"£/kg"
"colombia",2009-01-30,0.86,"£/kg"
"costa_rica",2009-01-30,0.71,"£/kg"
"dominican_republic",2009-01-30,0.77,"£/kg"
"ecuador",2009-01-30,0.77,"£/kg"
"martinique",2009-01-30,0.71,"£/kg"
"windward_isles",2009-01-30,0.64,"£/kg"
"dollar_bananas",2009-01-23,0.74,"£/kg"
"acp_bananas",2009-01-23,0.69,"£/kg"
"eu_bananas",2009-01-23,0.68,"£/kg"
"cameroon",2009-01-23,0.77,"£/kg"
"colombia",2009-01-23,0.82,"£/kg"
"costa_rica",2009-01-23,0.71,"£/kg"
"dominican_republic",2009-01-23,0.77,"£/kg"
"ecuador",2009-01-23,0.79,"£/kg"
"martinique",2009-01-23,0.71,"£/kg"
"windward_isles",2009-01-23,0.62,"£/kg"
"dollar_bananas",2009-01-16,0.75,"£/kg"
"acp_bananas",2009-01-16,0.6,"£/kg"
"eu_bananas",2009-01-16,0.68,"£/kg"
"cameroon",2009-01-16,0.6,"£/kg"
"colombia",2009-01-16,0.82,"£/kg"
"costa_rica",2009-01-16,0.82,"£/kg"
"dominican_republic",2009-01-16,0.82,"£/kg"
"ecuador",2009-01-16,0.82,"£/kg"
"martinique",2009-01-16,0.71,"£/kg"
"windward_isles",2009-01-16,0.48,"£/kg"
"st_vincent",2009-01-16,0.55,"£/kg"
"dollar_bananas",2009-01-09,0.74,"£/kg"
"acp_bananas",2009-01-09,0.63,"£/kg"
"cameroon",2009-01-09,0.66,"£/kg"
"colombia",2009-01-09,0.82,"£/kg"
"costa_rica",2009-01-09,0.82,"£/kg"
"dominican_republic",2009-01-09,0.82,"£/kg"
"ecuador",2009-01-09,0.82,"£/kg"
"brazil",2009-01-09,0.68,"£/kg"
"dollar_bananas",2008-12-19,0.59,"£/kg"
"acp_bananas",2008-12-19,0.53,"£/kg"
"eu_bananas",2008-12-19,0.51,"£/kg"
"cameroon",2008-12-19,0.64,"£/kg"
"colombia",2008-12-19,0.77,"£/kg"
"costa_rica",2008-12-19,0.55,"£/kg"
"dominican_republic",2008-12-19,0.55,"£/kg"
"ecuador",2008-12-19,0.55,"£/kg"
"martinique",2008-12-19,0.55,"£/kg"
"windward_isles",2008-12-19,0.49,"£/kg"
"guadeloupe",2008-12-19,0.48,"£/kg"
"dollar_bananas",2008-12-12,0.64,"£/kg"
"acp_bananas",2008-12-12,0.6,"£/kg"
"cameroon",2008-12-12,0.73,"£/kg"
"colombia",2008-12-12,0.77,"£/kg"
"costa_rica",2008-12-12,0.77,"£/kg"
"dominican_republic",2008-12-12,0.77,"£/kg"
"ecuador",2008-12-12,0.55,"£/kg"
"surinam",2008-12-12,0.48,"£/kg"
"windward_isles",2008-12-12,0.55,"£/kg"
"brazil",2008-12-12,0.71,"£/kg"
"dollar_bananas",2008-12-05,0.69,"£/kg"
"acp_bananas",2008-12-05,0.62,"£/kg"
"cameroon",2008-12-05,0.73,"£/kg"
"colombia",2008-12-05,0.84,"£/kg"
"costa_rica",2008-12-05,0.86,"£/kg"
"dominican_republic",2008-12-05,0.6,"£/kg"
"ecuador",2008-12-05,0.73,"£/kg"
"windward_isles",2008-12-05,0.55,"£/kg"
"brazil",2008-12-05,0.72,"£/kg"
"dollar_bananas",2008-11-28,0.65,"£/kg"
"acp_bananas",2008-11-28,0.59,"£/kg"
"belize",2008-11-28,0.71,"£/kg"
"colombia",2008-11-28,0.82,"£/kg"
"costa_rica",2008-11-28,0.71,"£/kg"
"dominican_republic",2008-11-28,0.6,"£/kg"
"ecuador",2008-11-28,0.71,"£/kg"
"surinam",2008-11-28,0.55,"£/kg"
"windward_isles",2008-11-28,0.59,"£/kg"
"brazil",2008-11-28,0.66,"£/kg"
"dollar_bananas",2008-11-21,0.66,"£/kg"
"acp_bananas",2008-11-21,0.61,"£/kg"
"cameroon",2008-11-21,0.73,"£/kg"
"colombia",2008-11-21,0.77,"£/kg"
"costa_rica",2008-11-21,0.71,"£/kg"
"dominican_republic",2008-11-21,0.68,"£/kg"
"ecuador",2008-11-21,0.73,"£/kg"
"windward_isles",2008-11-21,0.61,"£/kg"
"dollar_bananas",2008-11-14,0.64,"£/kg"
"acp_bananas",2008-11-14,0.6,"£/kg"
"cameroon",2008-11-14,0.62,"£/kg"
"colombia",2008-11-14,0.77,"£/kg"
"costa_rica",2008-11-14,0.73,"£/kg"
"ecuador",2008-11-14,0.68,"£/kg"
"panama",2008-11-14,0.71,"£/kg"
"windward_isles",2008-11-14,0.61,"£/kg"
"brazil",2008-11-14,0.58,"£/kg"
"dollar_bananas",2008-11-07,0.58,"£/kg"
"acp_bananas",2008-11-07,0.53,"£/kg"
"cameroon",2008-11-07,0.62,"£/kg"
"colombia",2008-11-07,0.66,"£/kg"
"costa_rica",2008-11-07,0.68,"£/kg"
"dominican_republic",2008-11-07,0.55,"£/kg"
"ecuador",2008-11-07,0.68,"£/kg"
"windward_isles",2008-11-07,0.5,"£/kg"
"brazil",2008-11-07,0.58,"£/kg"
"dollar_bananas",2008-10-31,0.58,"£/kg"
"acp_bananas",2008-10-31,0.52,"£/kg"
"belize",2008-10-31,0.62,"£/kg"
"cameroon",2008-10-31,0.55,"£/kg"
"colombia",2008-10-31,0.71,"£/kg"
"costa_rica",2008-10-31,0.71,"£/kg"
"dominican_republic",2008-10-31,0.62,"£/kg"
"windward_isles",2008-10-31,0.49,"£/kg"
"dollar_bananas",2008-10-24,0.48,"£/kg"
"acp_bananas",2008-10-24,0.36,"£/kg"
"cameroon",2008-10-24,0.57,"£/kg"
"colombia",2008-10-24,0.77,"£/kg"
"costa_rica",2008-10-24,0.62,"£/kg"
"dominican_republic",2008-10-24,0.26,"£/kg"
"ecuador",2008-10-24,0.62,"£/kg"
"windward_isles",2008-10-24,0.28,"£/kg"
"dollar_bananas",2008-10-17,0.65,"£/kg"
"acp_bananas",2008-10-17,0.63,"£/kg"
"eu_bananas",2008-10-17,0.64,"£/kg"
"cameroon",2008-10-17,0.71,"£/kg"
"colombia",2008-10-17,0.79,"£/kg"
"costa_rica",2008-10-17,0.71,"£/kg"
"dominican_republic",2008-10-17,0.71,"£/kg"
"ecuador",2008-10-17,0.71,"£/kg"
"martinique",2008-10-17,0.66,"£/kg"
"windward_isles",2008-10-17,0.68,"£/kg"
"dollar_bananas",2008-10-10,0.68,"£/kg"
"acp_bananas",2008-10-10,0.62,"£/kg"
"cameroon",2008-10-10,0.71,"£/kg"
"colombia",2008-10-10,0.75,"£/kg"
"costa_rica",2008-10-10,0.66,"£/kg"
"dominican_republic",2008-10-10,0.66,"£/kg"
"ecuador",2008-10-10,0.71,"£/kg"
"windward_isles",2008-10-10,0.68,"£/kg"
"dollar_bananas",2008-10-03,0.67,"£/kg"
"acp_bananas",2008-10-03,0.65,"£/kg"
"belize",2008-10-03,0.71,"£/kg"
"cameroon",2008-10-03,0.71,"£/kg"
"colombia",2008-10-03,0.77,"£/kg"
"costa_rica",2008-10-03,0.66,"£/kg"
"ecuador",2008-10-03,0.71,"£/kg"
"brazil",2008-10-03,0.62,"£/kg"
"dollar_bananas",2008-09-26,0.67,"£/kg"
"acp_bananas",2008-09-26,0.63,"£/kg"
"cameroon",2008-09-26,0.71,"£/kg"
"colombia",2008-09-26,0.77,"£/kg"
"costa_rica",2008-09-26,0.66,"£/kg"
"dominican_republic",2008-09-26,0.68,"£/kg"
"ecuador",2008-09-26,0.71,"£/kg"
"windward_isles",2008-09-26,0.58,"£/kg"
"dollar_bananas",2008-09-19,0.69,"£/kg"
"acp_bananas",2008-09-19,0.62,"£/kg"
"cameroon",2008-09-19,0.66,"£/kg"
"colombia",2008-09-19,0.82,"£/kg"
"costa_rica",2008-09-19,0.82,"£/kg"
"dominican_republic",2008-09-19,0.66,"£/kg"
"ecuador",2008-09-19,0.73,"£/kg"
"honduras",2008-09-19,0.77,"£/kg"
"windward_isles",2008-09-19,0.64,"£/kg"
"guatemala",2008-09-19,0.57,"£/kg"
"dollar_bananas",2008-09-12,0.67,"£/kg"
"acp_bananas",2008-09-12,0.64,"£/kg"
"belize",2008-09-12,0.66,"£/kg"
"cameroon",2008-09-12,0.62,"£/kg"
"colombia",2008-09-12,0.77,"£/kg"
"costa_rica",2008-09-12,0.77,"£/kg"
"dominican_republic",2008-09-12,0.68,"£/kg"
"ecuador",2008-09-12,0.73,"£/kg"
"windward_isles",2008-09-12,0.64,"£/kg"
"dollar_bananas",2008-09-05,0.71,"£/kg"
"acp_bananas",2008-09-05,0.66,"£/kg"
"belize",2008-09-05,0.62,"£/kg"
"cameroon",2008-09-05,0.66,"£/kg"
"colombia",2008-09-05,0.82,"£/kg"
"costa_rica",2008-09-05,0.77,"£/kg"
"dominican_republic",2008-09-05,0.71,"£/kg"
"ecuador",2008-09-05,0.73,"£/kg"
"brazil",2008-09-05,0.66,"£/kg"
"dollar_bananas",2008-08-29,0.71,"£/kg"
"acp_bananas",2008-08-29,0.64,"£/kg"
"cameroon",2008-08-29,0.6,"£/kg"
"colombia",2008-08-29,0.77,"£/kg"
"costa_rica",2008-08-29,0.77,"£/kg"
"dominican_republic",2008-08-29,0.77,"£/kg"
"ecuador",2008-08-29,0.73,"£/kg"
"windward_isles",2008-08-29,0.61,"£/kg"
"dollar_bananas",2008-08-22,0.59,"£/kg"
"acp_bananas",2008-08-22,0.53,"£/kg"
"cameroon",2008-08-22,0.66,"£/kg"
"colombia",2008-08-22,0.77,"£/kg"
"costa_rica",2008-08-22,0.77,"£/kg"
"dominican_republic",2008-08-22,0.66,"£/kg"
"ecuador",2008-08-22,0.55,"£/kg"
"windward_isles",2008-08-22,0.51,"£/kg"
"dollar_bananas",2008-08-15,0.65,"£/kg"
"acp_bananas",2008-08-15,0.54,"£/kg"
"cameroon",2008-08-15,0.66,"£/kg"
"colombia",2008-08-15,0.84,"£/kg"
"costa_rica",2008-08-15,0.77,"£/kg"
"dominican_republic",2008-08-15,0.44,"£/kg"
"ecuador",2008-08-15,0.84,"£/kg"
"windward_isles",2008-08-15,0.63,"£/kg"
"brazil",2008-08-15,0.61,"£/kg"
"dollar_bananas",2008-08-08,0.74,"£/kg"
"acp_bananas",2008-08-08,0.73,"£/kg"
"cameroon",2008-08-08,0.79,"£/kg"
"colombia",2008-08-08,0.84,"£/kg"
"costa_rica",2008-08-08,0.84,"£/kg"
"dominican_republic",2008-08-08,0.77,"£/kg"
"ecuador",2008-08-08,0.84,"£/kg"
"ivory_coast",2008-08-08,0.77,"£/kg"
"windward_isles",2008-08-08,0.75,"£/kg"
"brazil",2008-08-08,0.75,"£/kg"
"dollar_bananas",2008-08-01,0.74,"£/kg"
"acp_bananas",2008-08-01,0.72,"£/kg"
"cameroon",2008-08-01,0.77,"£/kg"
"colombia",2008-08-01,0.84,"£/kg"
"costa_rica",2008-08-01,0.84,"£/kg"
"dominican_republic",2008-08-01,0.77,"£/kg"
"ecuador",2008-08-01,0.84,"£/kg"
"brazil",2008-08-01,0.76,"£/kg"
"dollar_bananas",2008-07-25,0.64,"£/kg"
"acp_bananas",2008-07-25,0.64,"£/kg"
"belize",2008-07-25,0.88,"£/kg"
"cameroon",2008-07-25,0.66,"£/kg"
"colombia",2008-07-25,0.71,"£/kg"
"costa_rica",2008-07-25,0.66,"£/kg"
"dominican_republic",2008-07-25,0.66,"£/kg"
"ecuador",2008-07-25,0.68,"£/kg"
"windward_isles",2008-07-25,0.64,"£/kg"
"dollar_bananas",2008-07-18,0.65,"£/kg"
"acp_bananas",2008-07-18,0.66,"£/kg"
"eu_bananas",2008-07-18,0.66,"£/kg"
"cameroon",2008-07-18,0.77,"£/kg"
"colombia",2008-07-18,0.71,"£/kg"
"costa_rica",2008-07-18,0.66,"£/kg"
"ecuador",2008-07-18,0.71,"£/kg"
"martinique",2008-07-18,0.66,"£/kg"
"panama",2008-07-18,0.62,"£/kg"
"windward_isles",2008-07-18,0.64,"£/kg"
"dollar_bananas",2008-07-11,0.65,"£/kg"
"acp_bananas",2008-07-11,0.67,"£/kg"
"cameroon",2008-07-11,0.77,"£/kg"
"colombia",2008-07-11,0.73,"£/kg"
"costa_rica",2008-07-11,0.68,"£/kg"
"dominican_republic",2008-07-11,0.73,"£/kg"
"ecuador",2008-07-11,0.71,"£/kg"
"brazil",2008-07-11,0.61,"£/kg"
"dollar_bananas",2008-07-04,0.66,"£/kg"
"acp_bananas",2008-07-04,0.56,"£/kg"
"eu_bananas",2008-07-04,0.28,"£/kg"
"cameroon",2008-07-04,0.73,"£/kg"
"colombia",2008-07-04,0.77,"£/kg"
"costa_rica",2008-07-04,0.68,"£/kg"
"dominican_republic",2008-07-04,0.62,"£/kg"
"ecuador",2008-07-04,0.68,"£/kg"
"ivory_coast",2008-07-04,0.66,"£/kg"
"martinique",2008-07-04,0.33,"£/kg"
"windward_isles",2008-07-04,0.33,"£/kg"
"dollar_bananas",2008-06-27,0.66,"£/kg"
"acp_bananas",2008-06-27,0.6,"£/kg"
"eu_bananas",2008-06-27,0.64,"£/kg"
"colombia",2008-06-27,0.71,"£/kg"
"costa_rica",2008-06-27,0.68,"£/kg"
"dominican_republic",2008-06-27,0.62,"£/kg"
"ecuador",2008-06-27,0.73,"£/kg"
"martinique",2008-06-27,0.66,"£/kg"
"windward_isles",2008-06-27,0.6,"£/kg"
"dollar_bananas",2008-06-20,0.6,"£/kg"
"acp_bananas",2008-06-20,0.53,"£/kg"
"eu_bananas",2008-06-20,0.49,"£/kg"
"belize",2008-06-20,0.55,"£/kg"
"cameroon",2008-06-20,0.71,"£/kg"
"colombia",2008-06-20,0.77,"£/kg"
"costa_rica",2008-06-20,0.75,"£/kg"
"dominican_republic",2008-06-20,0.66,"£/kg"
"ecuador",2008-06-20,0.71,"£/kg"
"ivory_coast",2008-06-20,0.55,"£/kg"
"martinique",2008-06-20,0.55,"£/kg"
"windward_isles",2008-06-20,0.49,"£/kg"
"dollar_bananas",2008-06-13,0.64,"£/kg"
"acp_bananas",2008-06-13,0.58,"£/kg"
"eu_bananas",2008-06-13,0.58,"£/kg"
"cameroon",2008-06-13,0.66,"£/kg"
"colombia",2008-06-13,0.79,"£/kg"
"costa_rica",2008-06-13,0.75,"£/kg"
"dominican_republic",2008-06-13,0.68,"£/kg"
"ecuador",2008-06-13,0.71,"£/kg"
"martinique",2008-06-13,0.62,"£/kg"
"windward_isles",2008-06-13,0.49,"£/kg"
"brazil",2008-06-13,0.61,"£/kg"
"dollar_bananas",2008-06-06,0.65,"£/kg"
"acp_bananas",2008-06-06,0.58,"£/kg"
"eu_bananas",2008-06-06,0.64,"£/kg"
"cameroon",2008-06-06,0.62,"£/kg"
"colombia",2008-06-06,0.66,"£/kg"
"costa_rica",2008-06-06,0.75,"£/kg"
"dominican_republic",2008-06-06,0.73,"£/kg"
"ecuador",2008-06-06,0.66,"£/kg"
"martinique",2008-06-06,0.66,"£/kg"
"windward_isles",2008-06-06,0.46,"£/kg"
"brazil",2008-06-06,0.64,"£/kg"
"dollar_bananas",2008-05-30,0.62,"£/kg"
"acp_bananas",2008-05-30,0.59,"£/kg"
"eu_bananas",2008-05-30,0.65,"£/kg"
"belize",2008-05-30,0.66,"£/kg"
"cameroon",2008-05-30,0.66,"£/kg"
"colombia",2008-05-30,0.77,"£/kg"
"costa_rica",2008-05-30,0.77,"£/kg"
"dominican_republic",2008-05-30,0.71,"£/kg"
"ecuador",2008-05-30,0.71,"£/kg"
"martinique",2008-05-30,0.71,"£/kg"
"windward_isles",2008-05-30,0.49,"£/kg"
"brazil",2008-05-30,0.59,"£/kg"
"dollar_bananas",2008-05-23,0.67,"£/kg"
"acp_bananas",2008-05-23,0.66,"£/kg"
"eu_bananas",2008-05-23,0.65,"£/kg"
"cameroon",2008-05-23,0.71,"£/kg"
"colombia",2008-05-23,0.77,"£/kg"
"costa_rica",2008-05-23,0.77,"£/kg"
"ecuador",2008-05-23,0.71,"£/kg"
"martinique",2008-05-23,0.71,"£/kg"
"panama",2008-05-23,0.71,"£/kg"
"dollar_bananas",2008-05-16,0.71,"£/kg"
"acp_bananas",2008-05-16,0.72,"£/kg"
"eu_bananas",2008-05-16,0.75,"£/kg"
"cameroon",2008-05-16,0.77,"£/kg"
"colombia",2008-05-16,0.77,"£/kg"
"costa_rica",2008-05-16,0.77,"£/kg"
"dominican_republic",2008-05-16,0.66,"£/kg"
"ecuador",2008-05-16,0.77,"£/kg"
