"Origin","Date","Price","Units"
"acp_bananas",2019-03-22,0.86,"£/kg"
"dollar_bananas",2019-03-22,0.9,"£/kg"
"all_bananas",2019-03-22,0.9,"£/kg"
"belize",2019-03-15,0.85,"£/kg"
"costa_rica",2019-03-15,0.84,"£/kg"
"ecuador",2019-03-15,0.74,"£/kg"
"honduras",2019-03-15,0.8,"£/kg"
"ivory_coast",2019-03-15,0.85,"£/kg"
"panama",2019-03-15,0.86,"£/kg"
"guatemala",2019-03-15,0.85,"£/kg"
"acp_bananas",2019-03-15,0.85,"£/kg"
"dollar_bananas",2019-03-15,0.82,"£/kg"
"all_bananas",2019-03-15,0.83,"£/kg"
"belize",2019-03-08,0.79,"£/kg"
"costa_rica",2019-03-08,0.8,"£/kg"
"ecuador",2019-03-08,0.74,"£/kg"
"honduras",2019-03-08,0.73,"£/kg"
"panama",2019-03-08,0.85,"£/kg"
"guatemala",2019-03-08,0.77,"£/kg"
"acp_bananas",2019-03-08,0.79,"£/kg"
"dollar_bananas",2019-03-08,0.8,"£/kg"
"all_bananas",2019-03-08,0.8,"£/kg"
"costa_rica",2019-03-01,0.84,"£/kg"
"ivory_coast",2019-03-01,0.4,"£/kg"
"panama",2019-03-01,0.79,"£/kg"
"windward_isles",2019-03-01,0.33,"£/kg"
"guatemala",2019-03-01,0.71,"£/kg"
"acp_bananas",2019-03-01,0.36,"£/kg"
"dollar_bananas",2019-03-01,0.8,"£/kg"
"all_bananas",2019-03-01,0.77,"£/kg"
"colombia",2019-02-22,0.79,"£/kg"
"costa_rica",2019-02-22,0.83,"£/kg"
"dominican_republic",2019-02-22,0.36,"£/kg"
"ecuador",2019-02-22,0.85,"£/kg"
"windward_isles",2019-02-22,0.44,"£/kg"
"guatemala",2019-02-22,0.75,"£/kg"
"acp_bananas",2019-02-22,0.38,"£/kg"
"dollar_bananas",2019-02-22,0.81,"£/kg"
"all_bananas",2019-02-22,0.73,"£/kg"
"costa_rica",2019-02-15,0.78,"£/kg"
"dominican_republic",2019-02-15,0.65,"£/kg"
"ecuador",2019-02-15,0.76,"£/kg"
"honduras",2019-02-15,0.76,"£/kg"
"mexico",2019-02-15,0.79,"£/kg"
"panama",2019-02-15,0.81,"£/kg"
"guatemala",2019-02-15,0.74,"£/kg"
"acp_bananas",2019-02-15,0.65,"£/kg"
"dollar_bananas",2019-02-15,0.78,"£/kg"
"all_bananas",2019-02-15,0.76,"£/kg"
"colombia",2019-02-08,0.79,"£/kg"
"costa_rica",2019-02-08,0.78,"£/kg"
"ecuador",2019-02-08,0.71,"£/kg"
"honduras",2019-02-08,0.75,"£/kg"
"panama",2019-02-08,0.79,"£/kg"
"guatemala",2019-02-08,0.74,"£/kg"
"dollar_bananas",2019-02-08,0.76,"£/kg"
"all_bananas",2019-02-08,0.76,"£/kg"
"costa_rica",2019-02-01,0.73,"£/kg"
"dominican_republic",2019-02-01,0.79,"£/kg"
"panama",2019-02-01,0.74,"£/kg"
"nicaragua",2019-02-01,0.74,"£/kg"
"acp_bananas",2019-02-01,0.79,"£/kg"
"dollar_bananas",2019-02-01,0.74,"£/kg"
"all_bananas",2019-02-01,0.75,"£/kg"
"colombia",2019-01-25,0.71,"£/kg"
"costa_rica",2019-01-25,0.7,"£/kg"
"ecuador",2019-01-25,0.82,"£/kg"
"honduras",2019-01-25,0.78,"£/kg"
"mexico",2019-01-25,0.63,"£/kg"
"panama",2019-01-25,0.71,"£/kg"
"dollar_bananas",2019-01-25,0.72,"£/kg"
"all_bananas",2019-01-25,0.72,"£/kg"
"belize",2019-01-18,0.58,"£/kg"
"colombia",2019-01-18,0.68,"£/kg"
"costa_rica",2019-01-18,0.7,"£/kg"
"dominican_republic",2019-01-18,0.69,"£/kg"
"ecuador",2019-01-18,0.82,"£/kg"
"panama",2019-01-18,0.64,"£/kg"
"acp_bananas",2019-01-18,0.61,"£/kg"
"dollar_bananas",2019-01-18,0.71,"£/kg"
"all_bananas",2019-01-18,0.69,"£/kg"
"colombia",2019-01-11,0.66,"£/kg"
"costa_rica",2019-01-11,0.78,"£/kg"
"dominican_republic",2019-01-11,0.58,"£/kg"
"ecuador",2019-01-11,0.64,"£/kg"
"panama",2019-01-11,0.64,"£/kg"
"acp_bananas",2019-01-11,0.58,"£/kg"
"dollar_bananas",2019-01-11,0.7,"£/kg"
"all_bananas",2019-01-11,0.7,"£/kg"
"all_bananas",2018-12-21,0.66,"£/kg"
"dollar_bananas",2018-12-21,0.65,"£/kg"
"acp_bananas",2018-12-21,0.71,"£/kg"
"belize",2018-12-21,0.72,"£/kg"
"colombia",2018-12-21,0.63,"£/kg"
"costa_rica",2018-12-21,0.72,"£/kg"
"panama",2018-12-21,0.56,"£/kg"
"all_bananas",2018-12-14,0.62,"£/kg"
"dollar_bananas",2018-12-14,0.62,"£/kg"
"acp_bananas",2018-12-14,0.55,"£/kg"
"colombia",2018-12-14,0.63,"£/kg"
"costa_rica",2018-12-14,0.65,"£/kg"
"ecuador",2018-12-14,0.58,"£/kg"
"honduras",2018-12-14,0.69,"£/kg"
"ivory_coast",2018-12-14,0.55,"£/kg"
"panama",2018-12-14,0.5,"£/kg"
"guatemala",2018-12-14,0.58,"£/kg"
"all_bananas",2018-12-07,0.64,"£/kg"
"dollar_bananas",2018-12-07,0.67,"£/kg"
"acp_bananas",2018-12-07,0.52,"£/kg"
"colombia",2018-12-07,0.67,"£/kg"
"costa_rica",2018-12-07,0.73,"£/kg"
"dominican_republic",2018-12-07,0.61,"£/kg"
"ecuador",2018-12-07,0.63,"£/kg"
"honduras",2018-12-07,0.62,"£/kg"
"ivory_coast",2018-12-07,0.28,"£/kg"
"panama",2018-12-07,0.61,"£/kg"
"all_bananas",2018-11-30,0.74,"£/kg"
"dollar_bananas",2018-11-30,0.75,"£/kg"
"acp_bananas",2018-11-30,0.72,"£/kg"
"belize",2018-11-30,0.72,"£/kg"
"colombia",2018-11-30,0.75,"£/kg"
"costa_rica",2018-11-30,0.8,"£/kg"
"honduras",2018-11-30,0.68,"£/kg"
"panama",2018-11-30,0.88,"£/kg"
"brazil",2018-11-30,0.61,"£/kg"
"all_bananas",2018-11-23,0.65,"£/kg"
"dollar_bananas",2018-11-23,0.65,"£/kg"
"colombia",2018-11-23,0.67,"£/kg"
"costa_rica",2018-11-23,0.78,"£/kg"
"ecuador",2018-11-23,0.46,"£/kg"
"honduras",2018-11-23,0.64,"£/kg"
"panama",2018-11-23,0.51,"£/kg"
"nicaragua",2018-11-23,0.61,"£/kg"
"brazil",2018-11-23,0.61,"£/kg"
"all_bananas",2018-11-16,0.69,"£/kg"
"dollar_bananas",2018-11-16,0.69,"£/kg"
"acp_bananas",2018-11-16,0.62,"£/kg"
"belize",2018-11-16,0.62,"£/kg"
"colombia",2018-11-16,0.61,"£/kg"
"costa_rica",2018-11-16,0.74,"£/kg"
"ecuador",2018-11-16,0.78,"£/kg"
"honduras",2018-11-16,0.69,"£/kg"
"panama",2018-11-16,0.75,"£/kg"
"brazil",2018-11-16,0.61,"£/kg"
"all_bananas",2018-11-09,0.68,"£/kg"
"dollar_bananas",2018-11-09,0.68,"£/kg"
"colombia",2018-11-09,0.64,"£/kg"
"costa_rica",2018-11-09,0.72,"£/kg"
"honduras",2018-11-09,0.69,"£/kg"
"panama",2018-11-09,0.8,"£/kg"
"guatemala",2018-11-09,0.61,"£/kg"
"all_bananas",2018-11-02,0.66,"£/kg"
"dollar_bananas",2018-11-02,0.67,"£/kg"
"acp_bananas",2018-11-02,0.61,"£/kg"
"colombia",2018-11-02,0.61,"£/kg"
"costa_rica",2018-11-02,0.71,"£/kg"
"ecuador",2018-11-02,0.75,"£/kg"
"ghana",2018-11-02,0.61,"£/kg"
"honduras",2018-11-02,0.69,"£/kg"
"mexico",2018-11-02,0.61,"£/kg"
"panama",2018-11-02,0.67,"£/kg"
"all_bananas",2018-10-26,0.6,"£/kg"
"dollar_bananas",2018-10-26,0.6,"£/kg"
"acp_bananas",2018-10-26,0.61,"£/kg"
"cameroon",2018-10-26,0.61,"£/kg"
"colombia",2018-10-26,0.61,"£/kg"
"costa_rica",2018-10-26,0.74,"£/kg"
"ecuador",2018-10-26,0.41,"£/kg"
"panama",2018-10-26,0.5,"£/kg"
"all_bananas",2018-10-19,0.73,"£/kg"
"dollar_bananas",2018-10-19,0.73,"£/kg"
"acp_bananas",2018-10-19,0.78,"£/kg"
"colombia",2018-10-19,0.69,"£/kg"
"costa_rica",2018-10-19,0.74,"£/kg"
"dominican_republic",2018-10-19,0.78,"£/kg"
"ecuador",2018-10-19,0.86,"£/kg"
"honduras",2018-10-19,0.66,"£/kg"
"mexico",2018-10-19,0.66,"£/kg"
"panama",2018-10-19,0.77,"£/kg"
"all_bananas",2018-10-12,0.74,"£/kg"
"dollar_bananas",2018-10-12,0.74,"£/kg"
"acp_bananas",2018-10-12,0.73,"£/kg"
"colombia",2018-10-12,0.72,"£/kg"
"costa_rica",2018-10-12,0.72,"£/kg"
"dominican_republic",2018-10-12,0.73,"£/kg"
"ecuador",2018-10-12,0.74,"£/kg"
"honduras",2018-10-12,0.72,"£/kg"
"panama",2018-10-12,0.78,"£/kg"
"all_bananas",2018-10-05,0.75,"£/kg"
"dollar_bananas",2018-10-05,0.75,"£/kg"
"colombia",2018-10-05,0.75,"£/kg"
"costa_rica",2018-10-05,0.73,"£/kg"
"ecuador",2018-10-05,0.79,"£/kg"
"panama",2018-10-05,0.74,"£/kg"
"all_bananas",2018-09-28,0.78,"£/kg"
"dollar_bananas",2018-09-28,0.77,"£/kg"
"acp_bananas",2018-09-28,0.78,"£/kg"
"belize",2018-09-28,0.85,"£/kg"
"costa_rica",2018-09-28,0.78,"£/kg"
"dominican_republic",2018-09-28,0.72,"£/kg"
"ecuador",2018-09-28,0.79,"£/kg"
"honduras",2018-09-28,0.72,"£/kg"
"panama",2018-09-28,0.79,"£/kg"
"all_bananas",2018-09-21,0.75,"£/kg"
"dollar_bananas",2018-09-21,0.74,"£/kg"
"acp_bananas",2018-09-21,0.82,"£/kg"
"colombia",2018-09-21,0.75,"£/kg"
"costa_rica",2018-09-21,0.77,"£/kg"
"dominican_republic",2018-09-21,0.82,"£/kg"
"ecuador",2018-09-21,0.78,"£/kg"
"honduras",2018-09-21,0.66,"£/kg"
"panama",2018-09-21,0.64,"£/kg"
"all_bananas",2018-09-14,0.72,"£/kg"
"dollar_bananas",2018-09-14,0.72,"£/kg"
"colombia",2018-09-14,0.74,"£/kg"
"costa_rica",2018-09-14,0.71,"£/kg"
"ecuador",2018-09-14,0.7,"£/kg"
"honduras",2018-09-14,0.66,"£/kg"
"panama",2018-09-14,0.82,"£/kg"
"all_bananas",2018-09-07,0.75,"£/kg"
"dollar_bananas",2018-09-07,0.75,"£/kg"
"colombia",2018-09-07,0.74,"£/kg"
"costa_rica",2018-09-07,0.73,"£/kg"
"ecuador",2018-09-07,0.75,"£/kg"
"honduras",2018-09-07,0.68,"£/kg"
"panama",2018-09-07,0.82,"£/kg"
"all_bananas",2018-08-31,0.72,"£/kg"
"dollar_bananas",2018-08-31,0.72,"£/kg"
"acp_bananas",2018-08-31,0.69,"£/kg"
"colombia",2018-08-31,0.7,"£/kg"
"costa_rica",2018-08-31,0.69,"£/kg"
"ecuador",2018-08-31,0.72,"£/kg"
"honduras",2018-08-31,0.65,"£/kg"
"ivory_coast",2018-08-31,0.69,"£/kg"
"panama",2018-08-31,0.77,"£/kg"
"all_bananas",2018-08-24,0.71,"£/kg"
"dollar_bananas",2018-08-24,0.72,"£/kg"
"acp_bananas",2018-08-24,0.62,"£/kg"
"costa_rica",2018-08-24,0.69,"£/kg"
"dominican_republic",2018-08-24,0.62,"£/kg"
"ecuador",2018-08-24,0.72,"£/kg"
"honduras",2018-08-24,0.65,"£/kg"
"panama",2018-08-24,0.77,"£/kg"
"brazil",2018-08-24,0.69,"£/kg"
"all_bananas",2018-08-17,0.71,"£/kg"
"dollar_bananas",2018-08-17,0.71,"£/kg"
"acp_bananas",2018-08-17,0.62,"£/kg"
"costa_rica",2018-08-17,0.69,"£/kg"
"dominican_republic",2018-08-17,0.62,"£/kg"
"ecuador",2018-08-17,0.71,"£/kg"
"honduras",2018-08-17,0.65,"£/kg"
"panama",2018-08-17,0.77,"£/kg"
"brazil",2018-08-17,0.69,"£/kg"
"all_bananas",2018-08-10,0.71,"£/kg"
"dollar_bananas",2018-08-10,0.71,"£/kg"
"acp_bananas",2018-08-10,0.6,"£/kg"
"costa_rica",2018-08-10,0.71,"£/kg"
"ecuador",2018-08-10,0.69,"£/kg"
"ghana",2018-08-10,0.6,"£/kg"
"honduras",2018-08-10,0.63,"£/kg"
"mexico",2018-08-10,0.66,"£/kg"
"panama",2018-08-10,0.75,"£/kg"
"all_bananas",2018-08-03,0.71,"£/kg"
"dollar_bananas",2018-08-03,0.71,"£/kg"
"colombia",2018-08-03,0.72,"£/kg"
"costa_rica",2018-08-03,0.71,"£/kg"
"ecuador",2018-08-03,0.61,"£/kg"
"honduras",2018-08-03,0.63,"£/kg"
"panama",2018-08-03,0.79,"£/kg"
"all_bananas",2018-07-27,0.71,"£/kg"
"dollar_bananas",2018-07-27,0.72,"£/kg"
"acp_bananas",2018-07-27,0.69,"£/kg"
"colombia",2018-07-27,0.77,"£/kg"
"costa_rica",2018-07-27,0.7,"£/kg"
"dominican_republic",2018-07-27,0.71,"£/kg"
"ecuador",2018-07-27,0.61,"£/kg"
"honduras",2018-07-27,0.75,"£/kg"
"ivory_coast",2018-07-27,0.67,"£/kg"
"panama",2018-07-27,0.77,"£/kg"
"all_bananas",2018-07-20,0.76,"£/kg"
"dollar_bananas",2018-07-20,0.77,"£/kg"
"acp_bananas",2018-07-20,0.65,"£/kg"
"colombia",2018-07-20,0.74,"£/kg"
"costa_rica",2018-07-20,0.81,"£/kg"
"dominican_republic",2018-07-20,0.64,"£/kg"
"ecuador",2018-07-20,0.74,"£/kg"
"honduras",2018-07-20,0.73,"£/kg"
"mexico",2018-07-20,0.66,"£/kg"
"panama",2018-07-20,0.82,"£/kg"
"all_bananas",2018-07-13,0.74,"£/kg"
"dollar_bananas",2018-07-13,0.73,"£/kg"
"acp_bananas",2018-07-13,0.75,"£/kg"
"colombia",2018-07-13,0.75,"£/kg"
"costa_rica",2018-07-13,0.72,"£/kg"
"dominican_republic",2018-07-13,0.75,"£/kg"
"ecuador",2018-07-13,0.72,"£/kg"
"panama",2018-07-13,0.79,"£/kg"
"all_bananas",2018-07-06,0.75,"£/kg"
"dollar_bananas",2018-07-06,0.75,"£/kg"
"colombia",2018-07-06,0.77,"£/kg"
"costa_rica",2018-07-06,0.75,"£/kg"
"ecuador",2018-07-06,0.73,"£/kg"
"honduras",2018-07-06,0.66,"£/kg"
"panama",2018-07-06,0.79,"£/kg"
"all_bananas",2018-06-29,0.77,"£/kg"
"dollar_bananas",2018-06-29,0.78,"£/kg"
"acp_bananas",2018-06-29,0.68,"£/kg"
"colombia",2018-06-29,0.74,"£/kg"
"costa_rica",2018-06-29,0.79,"£/kg"
"dominican_republic",2018-06-29,0.68,"£/kg"
"ecuador",2018-06-29,0.74,"£/kg"
"honduras",2018-06-29,0.79,"£/kg"
"panama",2018-06-29,0.82,"£/kg"
"all_bananas",2018-06-22,0.75,"£/kg"
"dollar_bananas",2018-06-22,0.75,"£/kg"
"colombia",2018-06-22,0.8,"£/kg"
"costa_rica",2018-06-22,0.74,"£/kg"
"ecuador",2018-06-22,0.69,"£/kg"
"panama",2018-06-22,0.79,"£/kg"
"all_bananas",2018-06-15,0.72,"£/kg"
"dollar_bananas",2018-06-15,0.72,"£/kg"
"colombia",2018-06-15,0.76,"£/kg"
"costa_rica",2018-06-15,0.69,"£/kg"
"ecuador",2018-06-15,0.79,"£/kg"
"honduras",2018-06-15,0.68,"£/kg"
"panama",2018-06-15,0.76,"£/kg"
"guatemala",2018-06-15,0.66,"£/kg"
"all_bananas",2018-06-08,0.73,"£/kg"
"dollar_bananas",2018-06-08,0.74,"£/kg"
"acp_bananas",2018-06-08,0.71,"£/kg"
"colombia",2018-06-08,0.7,"£/kg"
"costa_rica",2018-06-08,0.75,"£/kg"
"dominican_republic",2018-06-08,0.71,"£/kg"
"ecuador",2018-06-08,0.79,"£/kg"
"panama",2018-06-08,0.77,"£/kg"
"all_bananas",2018-06-01,0.79,"£/kg"
"dollar_bananas",2018-06-01,0.79,"£/kg"
"acp_bananas",2018-06-01,0.83,"£/kg"
"colombia",2018-06-01,0.78,"£/kg"
"costa_rica",2018-06-01,0.82,"£/kg"
"ecuador",2018-06-01,0.77,"£/kg"
"honduras",2018-06-01,0.8,"£/kg"
"ivory_coast",2018-06-01,0.83,"£/kg"
"mexico",2018-06-01,0.72,"£/kg"
"panama",2018-06-01,0.82,"£/kg"
"all_bananas",2018-05-25,0.78,"£/kg"
"dollar_bananas",2018-05-25,0.79,"£/kg"
"acp_bananas",2018-05-25,0.73,"£/kg"
"cameroon",2018-05-25,0.72,"£/kg"
"colombia",2018-05-25,0.78,"£/kg"
"costa_rica",2018-05-25,0.79,"£/kg"
"ecuador",2018-05-25,0.76,"£/kg"
"ghana",2018-05-25,0.77,"£/kg"
"honduras",2018-05-25,0.82,"£/kg"
"panama",2018-05-25,0.82,"£/kg"
"all_bananas",2018-05-18,0.77,"£/kg"
"dollar_bananas",2018-05-18,0.76,"£/kg"
"acp_bananas",2018-05-18,0.9,"£/kg"
"belize",2018-05-18,0.9,"£/kg"
"colombia",2018-05-18,0.76,"£/kg"
"costa_rica",2018-05-18,0.75,"£/kg"
"ecuador",2018-05-18,0.79,"£/kg"
"panama",2018-05-18,0.77,"£/kg"
"all_bananas",2018-05-11,0.78,"£/kg"
"dollar_bananas",2018-05-11,0.79,"£/kg"
"acp_bananas",2018-05-11,0.73,"£/kg"
"colombia",2018-05-11,0.82,"£/kg"
"costa_rica",2018-05-11,0.79,"£/kg"
"dominican_republic",2018-05-11,0.74,"£/kg"
"ecuador",2018-05-11,0.83,"£/kg"
"honduras",2018-05-11,0.82,"£/kg"
"mexico",2018-05-11,0.68,"£/kg"
"panama",2018-05-11,0.85,"£/kg"
"all_bananas",2018-05-04,0.79,"£/kg"
"dollar_bananas",2018-05-04,0.79,"£/kg"
"acp_bananas",2018-05-04,0.79,"£/kg"
"colombia",2018-05-04,0.81,"£/kg"
"costa_rica",2018-05-04,0.8,"£/kg"
"ecuador",2018-05-04,0.8,"£/kg"
"ghana",2018-05-04,0.79,"£/kg"
"mexico",2018-05-04,0.68,"£/kg"
"panama",2018-05-04,0.88,"£/kg"
"all_bananas",2018-04-27,0.82,"£/kg"
"dollar_bananas",2018-04-27,0.82,"£/kg"
"colombia",2018-04-27,0.82,"£/kg"
"costa_rica",2018-04-27,0.81,"£/kg"
"ecuador",2018-04-27,0.82,"£/kg"
"honduras",2018-04-27,0.83,"£/kg"
"panama",2018-04-27,0.9,"£/kg"
"all_bananas",2018-04-20,0.84,"£/kg"
"dollar_bananas",2018-04-20,0.84,"£/kg"
"acp_bananas",2018-04-20,0.85,"£/kg"
